station_name,gage_id,lat,lon,upstream_gage_mainline,upstream_gage_trib,upstream_gage
"SOLOMON R AT NILES, KS",06876900,38.96899167,-97.4770444,06871000,06871000,06871000
"SOLOMON R NR GLEN ELDER, KS",06875900,39.4738987,-98.2836658,,06871000,06871000
"SOLOMON R NR MINNEAPOLIS, KS",06876440,39.12002778,-97.7112889,06871000,06871000,06871000
"SOUTH BRANCH BEAVER CREEK NEAR ZEELAND, ND",06354480,46.11388889,-99.8369444,,,
"SOUTH BRUSH CREEK NEAR SARATOGA, WY",06622900,41.3438411,-106.5264653,,,
"SOUTH FORK BAD RIVER NEAR COTTONWOOD,SD",06440200,43.9690175,-101.767229,,,
"SOUTH FORK GRAND RIVER NEAR CASH,SD",06356500,45.6486883,-102.6433259,,,
"SOUTH FORK SHOSHONE RIVER AB BUFFALO BILL RES, WY",06281000,44.41907987,-109.2579755,06280300,06280300,06280300
"SOUTH FORK SHOSHONE RIVER NEAR VALLEY, WY",06280300,44.20788889,-109.55525,,,
"SOUTH PINEY CREEK AT WILLOW PARK, WY",06320500,44.46631585,-107.0348481,,,
"SOUTH PLATTE R AT 64TH AVE. COMMERCE CITY, CO.",06714215,39.81220846,-104.9583129,,,
"SOUTH PLATTE RIVER ABOVE CHEESMAN LAKE, CO.",06700000,39.16276858,-105.3102732,,06696980,06696980
"SOUTH PLATTE RIVER AT ENGLEWOOD, CO.",06711565,39.66497989,-105.00418085,06700000,06708690,06700000
"SOUTH PLATTE RIVER AT FORT LUPTON, CO.",06721000,40.11609435,-104.8185831,06714215,06714800,06714215
"SOUTH PLATTE RIVER AT FORT MORGAN, CO",06759500,40.26840278,-103.8011917,06714215,06714800,06714215
"SOUTH PLATTE RIVER AT JULESBURG, CO",06764000,40.97499276,-102.2518517,06714215,06714800,06714215
"SOUTH PLATTE RIVER BELOW UNION AVE, AT ENGLEWOOD,C",06710247,39.63248027,-105.01501425,06700000,06708690,06700000
"SOUTH PLATTE RIVER BLW BRUSH CRK NEAR TRUMBULL, CO",06701900,39.25999025,-105.2219379,,06701700,06701700
"SPEARFISH CREEK ABOVE SPEARFISH, SD",06430900,44.40165056,-103.8949267,06430770,06430850,06430770
"SPEARFISH CREEK AT SPEARFISH,SD",06431500,44.48248388,-103.861592,06430770,06430850,06430770
"SPEARFISH CREEK NR LEAD, SD",06430770,44.29921736,-103.8681641,,,
"SPLIT ROCK CREEK AT CORSON, SD",06482610,43.61636576,-96.56532366,,,
"SPRING CREEK AT OREVILLE, NEAR HILL CITY,SD",06406700,43.8662367,-103.6240667,,,
"SPRING CREEK AT ZAP, ND",06340000,47.2861188,-101.925726,,06339960,06339960
"SPRING CREEK NEAR HALEY, ND",06354980,46.0177216,-103.2919615,,,
"SPRING CREEK NEAR KEYSTONE,SD",06407500,43.97871038,-103.3460469,06406700,06406760,06406700
"SQUARE BUTTE CREEK BELOW CENTER, ND",06342260,47.05749409,-101.1957001,,,
ST VRAIN CR BLW BOULDER CR AT HWY 119 NR LONGMONT,06730525,40.16046667,-105.0079361,06725450,06727500,06725450
"ST. VRAIN CREEK BELOW LONGMONT, CO",06725450,40.1574222,-105.0153944,,06724970,06724970
"STOCKADE BEAVER CREEK NEAR NEWCASTLE, WY",06392950,43.85883476,-104.1072452,,06392900,06392900
"STONEPILE CREEK AT MOUTH, NEAR GILLETTE, WY",06426160,44.2677147,-105.4386822,,,
"STRANGER C AT EASTON, KS",06891850,39.3464082,-95.1088678,06891810,06891810,06891810
"STRANGER C NR POTTER, KS",06891810,39.4477753,-95.162191,,,
"STRANGER C NR TONGANOXIE, KS",06892000,39.1163912,-95.0108006,,06891850,06891850
"SUNDAY GULCH BELOW JOHNSON CANYON NR HILL CITY,SD",06406740,43.86942944,-103.58241585,,,
"SWEETBRIAR CREEK NEAR JUDSON, ND",06348500,46.85106476,-101.2532875,,,
"SWEETWATER RIVER NEAR ALCOVA, WY",06639000,42.4900222,-107.1411944,06638090,06638090,06638090
"SWEETWATER RIVER NEAR SWEETWATER STATION, WY",06638090,42.5038205,-108.2506982,,,
"SYBILLE CREEK AB CANAL NO. 3, NEAR WHEATLAND, WY",06665790,41.91106537,-105.1272599,,,
"SYBILLE CREEK AB MULE CREEK, NEAR WHEATLAND, WY",06664400,41.84412105,-105.2214289,,,
"Sac River at Hwy J below Stockton, MO",06919020,37.73588889,-93.7796944,06919000,06918460,06919000
"Sac River near Caplinger Mills, MO",06919900,37.8698333,-93.8031667,06919000,06919500,06919000
"Sac River near Dadeville, MO",06918440,37.44313889,-93.6848889,,,
"Sac River near Stockton, MO",06919000,37.70105278,-93.7567806,,06918460,06918460
"Salt Creek at 27th Street at Lincoln, Nebr.",06803500,40.84651667,-96.68198333,06803486,06803080,06803486
"Salt Creek at 70th Street at Lincoln, Nebr.",06803513,40.885925,-96.62426389,06803500,06803080,06803500
"Salt Creek at Greenwood, Nebr.",06803555,40.96529444,-96.45533889,06803513,,06803513
"Salt Creek at Innovation Campus at Lincoln, Nebr.",06803495,40.83861111,-96.69138889,06803500,06803080,06803500
"Salt Creek at Pioneers Boulevard at Lincoln, Nebr.",06803080,40.77011944,-96.71880278,06803000,06803000,06803000
"Salt Creek at Roca, Nebr.",06803000,40.657725,-96.66546944,,,
"Salt Creek near Ashland, Nebr.",06805000,41.05166667,-96.3386111,06804000,06804900,06804000
"Sand Draw at 430th Av nr Ainsworth, Nebr.",423754099522201,42.63166667,-99.8727778,,,
"Sappa Creek near Stamford, Nebr.",06847500,40.11849167,-99.51707222,06845110,06844900,06845110
"Shell Creek near Columbus, Nebr.",06795500,41.52596389,-97.28159722,,,
"Shields River ab Smith Cr, nr Wilsall, MT",06192980,46.1671611,-110.5542861,06192978,06192900,06192978
"Shields River bl SF Shields River nr Wilsall, MT",06192978,46.167125,-110.4919472,,06192900,06192900
Shields River nr Livingston MT,06195600,45.7383611,-110.4794694,06192980,06192900,06192980
"Shoal Creek near Braymer, MO",06899700,39.69913889,-93.7958056,,,
"Shoshone River ab Willwood Dam, nr Ralston, WY",06283995,44.66121667,-108.9275278,06282000,06280300,06282000
"Shoshone River bl Willwood Dam, nr Ralston, WY",06284010,44.6717583,-108.9153944,06282000,06280300,06282000
"Silver Creek, at Mile 4 near Silver Creek, Nebr.",06772898,41.29734722,-97.71403056,,,
Smith River bl Eagle Cr nr Fort Logan MT,06077200,46.82798056,-111.1922389,06076560,06076600,06076560
Smith River bl Newlan Cr nr White Sulphur Springs,06076560,46.59105,-111.0576861,,463138110580001,463138110580001
Smith River near Eden MT,06077500,47.18929167,-111.3862389,06077200,,06077200
Smith River near Ft Logan MT,06076690,46.7958,-111.1785556,06076560,06076600,06076560
"Smithville Reservoir near Smithville, MO",06821140,39.39722195,-94.5571763,06821080,06821080,06821080
Soda Butte Cr at Park Bndry at Silver Gate,06187915,45.00283056,-110.0018722,,,
Soda Butte Cr nr Lamar Ranger Station YNP,06187950,44.86898889,-110.164775,06187915,06187915,06187915
"Soldier River at Pisgah, IA",06608500,41.8305833,-95.93225,,,
"South Fork Chariton River near Promise City, IA",06903700,40.80044444,-93.1926861,,,
"South Fork Dry Sac River near Springfield, MO",06918493,37.26638889,-93.2494722,,,
South Fork Milk River near Babb MT,06132200,48.7534833,-113.1674306,,,
South Fork Musselshell R ab Martinsdale MT,06118500,46.45324167,-110.3822889,,,
"South Fork Musselshell River at Martinsdale, MT",06119200,46.4623194,-110.3185028,,06118500,06118500
"South Fork Republican River near Benkelman, Nebr.",06827500,40.00986667,-101.54238056,06827000,06827000,06827000
South Fork Sun River near Augusta MT,06079000,47.6286083,-112.865761,,,
"South Grand River at Archie, MO",06921590,38.49158056,-94.3442444,,,
"South Grand River at Urich, MO",06921600,38.45223976,-94.0043859,06921590,06921590,06921590
"South Grand River near Clinton, MO",06921760,38.37013889,-93.8581111,,06921720,06921720
"South Loup River at Arnold, Nebr.",06781600,41.42277778,-100.20338056,,,
"South Loup River at Pressey WMA near Oconto, Nebr.",06781900,41.19255278,-99.70871389,06781600,06781600,06781600
"South Loup River at Saint Michael, Nebr.",06784000,41.03232778,-98.74045556,06781600,06781600,06781600
"South Omaha Creek at Walthill, Nebr.",06600900,42.14819167,-96.48358056,,,
"South Papillion Creek at Chalco, Nebr.",06610788,41.18015556,-96.13878611,,,
"South Platte River at Roscoe, Nebr.",06764880,41.1261111,-101.5766667,06714215,06714800,06714215
"Spanish Lake Trib. nr Black Jack, MO",06936530,38.7979722,-90.21425,,,
"Spirit Lake near Orleans, IA",06604000,43.46991667,-95.1243333,,06603920,06603920
"Spring Branch Ck at Holke Rd in Independence, MO",06893970,39.08416667,-94.3372222,,,
"Spring Creek at Stahl, MO",06904650,40.28388889,-92.7919444,,,
"Spring Creek near Overton, Nebr.",06768020,40.70715556,-99.55978889,,06665790,06665790
St. Mary Canal at St. Mary Crossing near Babb MT,05018500,48.94696667,-113.3753306,,,
St. Mary Canal at intake near Babb MT,05018000,48.85277778,-113.4169444,,,
"Stevens Creek near Lincoln, Nebr.",06803520,40.85716667,-96.59512778,,,
"Stillwater River near Absarokee, MT",06205000,45.53674167,-109.4220556,,06204050,06204050
Sun River at Simms MT,06085800,47.50162778,-111.9319139,,06078500,06078500
Sun River bl Diversion Dam nr Augusta MT,06080900,47.61850556,-112.6920556,06079000,06078500,06079000
Sun River bl Willow Cr nr Augusta MT,06082200,47.5471361,-112.3674306,06080900,06078500,06080900
Sun River near Vaughn MT,06089000,47.52577778,-111.511036,06085800,06078500,06085800
"TARRYALL CREEK AT UPPER STATION NEAR COMO, CO",06696980,39.33942424,-105.91170596,,,
THE LOCH OUTLET - LOCH VALE,401733105392404,40.29305556,-105.6544444,,401707105395000,401707105395000
"TOBACCO GARDEN CREEK NEAR WATFORD CITY, ND",06331680,47.99244695,-103.1664229,,,
"TOLL GATE CREEK ABOVE 6TH AVE AT AURORA, CO",394329104490101,39.72508889,-104.8178944,,06712000,06712000
"TOMAHAWK C NR OVERLAND PARK, KS",06893350,38.9061111,-94.64,,,
"TONGUE RIVER AT MONARCH, WY",06299980,44.9002032,-107.0209639,06298000,06298000,06298000
"TONGUE RIVER NEAR DAYTON, WY",06298000,44.8494123,-107.3045253,,,
"TROUT CREEK BLW FERN CR NR WESTCREEK, CO.",06701620,39.16749104,-105.1222112,,,
"TURKEY C NR SENECA, KS",06814000,39.9477773,-96.1086149,,,
TURKEY CREEK ABOVE BEAR CREEK LAKE NEAR MORRISON C,06711040,39.64070833,-105.15935,,,
"TURKEY CREEK NEAR WILBER, NEBR.",06881200,40.48000398,-97.0122523,,,
"Tantalus Creek at Norris Junction, YNP",06036940,44.732725,-110.7132528,,,
"Tarkio River at Fairfax, MO",06813000,40.33941667,-95.4068333,,,
"Tavern Creek below St. Elizabeth, MO",06926290,38.27777778,-92.2333333,,,
Tenmile Creek near Helena MT,06063000,46.60500556,-112.0882639,06062500,06062500,06062500
Tenmile Creek near Rimini MT,06062500,46.5238972,-112.2566472,,,
Teton River at Loma MT,06108800,47.9327194,-110.5144333,06102500,06102500,06102500
Teton River bl South Fork nr Choteau MT,06102500,47.8830833,-112.6119833,,,
Teton River near Dutton MT,06108000,47.930325,-111.5529417,,06102500,06102500
"Thomas Creek near Bennington, Nebr.",06610742,41.36467778,-96.10032222,,,
"Thompson Creek at 72nd Street at La Vista, Nebr.",411057096012501,41.1826583,-96.0236444,,,
"Thompson River at Davis City, IA",06898000,40.64027778,-93.8080556,,,
"Thompson River at Trenton, MO",06899500,40.06930556,-93.6380278,,06898000,06898000
"Tongue R ab T & Y Div Dam nr Miles City, MT",06307990,46.18750218,-105.779996,06298000,06298000,06298000
Tongue R at Birney Day School Br nr Birney MT,06307616,45.41160556,-106.4573528,06298000,06298000,06298000
Tongue R bl Brandenberg bridge nr Ashland MT,06307830,45.8403861,-106.2234333,06298000,06298000,06298000
"Tongue River at Ashland, MT",06307662,45.59775,-106.2749444,06298000,06298000,06298000
"Tongue River at Miles City, MT",06308500,46.3845944,-105.8455222,06298000,06298000,06298000
Tongue River at State Line nr Decker MT,06306300,45.0091361,-106.8359444,06298000,,06298000
Tongue River at Tongue R Dam nr Decker MT,06307500,45.141275,-106.7713556,,06298000,06298000
"Tri-State Canal near Mintle, Nebr.",415626103434001,41.94055556,-103.7277778,,,
"Tri-State Canal near Mitchell, Nebr.",415812103493701,41.97,-103.8269444,,,
"Turkey Creek near DeWitt, Nebr.",06881380,40.3669833,-96.8894694,06881200,06881200,06881200
"Turnback Creek above Greenfield, MO",06918460,37.4023611,-93.8020278,,,
"Two Medicine River ab Badger Cr, nr Piegan, MT",06092020,48.5077222,-112.6122694,06091700,06091700,06091700
Two Medicine River bl South Fork nr Browning MT,06091700,48.42695278,-112.9899833,,,
"Tyler Falls at Ft Niobrara NWR nr Valentine, Nebr.",06461150,42.9036111,-100.4258333,06454100,425250100334501,06454100
"UPPER WIND RIV A CANAL AT HEADWORKS, NR BURRIS, WY",06222100,43.4163454,-109.3284733,06218500,06221400,06218500
"UVALDA INTERCEPT BL 56TH AV AT ROCKY MTN ARS, CO",06720255,39.79943105,-104.8363636,,,
"Upper Smith Branch bl Eng. Ponds at FLW, MO",06928380,37.72638889,-92.1738889,,,
"VERMILLION C NR WAMEGO, KS",06888000,39.34777386,-96.2174979,,,
"VERMILLION RIVER NEAR VERMILLION,SD",06479010,42.8172187,-96.9242106,06478600,06478690,06478600
"Verdigre Creek near Verdigre, Nebr.",06465700,42.65454167,-98.04311944,,,
W Rosebud Cr at Emerald Lk Campground nr Roscoe,06204070,45.25438735,-109.6998945,06204050,06204050,06204050
"WAKARUSA R NR LAWRENCE, KS",06891500,38.9113923,-95.261084,,06891260,06891260
"WAKARUSA R NR RICHLAND, KS",06891260,38.89194444,-95.5944444,,,
"WEIR GULCH UPSTREAM FROM 1ST AVE. AT DENVER, CO",06711618,39.71724722,-105.04201111,,,
WEST CR. ABV SHREWSBURY GULCH NR WESTCREEK CO,06701700,39.145425,-105.1600111,,,
"WEST FORK CLEAR CREEK ABV MOUTH NR EMPIRE, CO",06716100,39.75887636,-105.6600025,,,
"WEST FORK VERMILLION RIVER NEAR PARKER,SD",06478690,43.41562216,-97.2051972,,,
"WEST PASS CREEK NEAR PARKMAN, WY",06289600,44.9877441,-107.4828685,,,
"WEST PLUM CREEK AT SEDALIA, CO",06708690,39.42927778,-104.96777778,06708600,06708600,06708600
"WEST PLUM CREEK NEAR PERRY PARK, CO",06708600,39.2594722,-104.9519028,,,
"WHITE EARTH RIVER ABOVE MOUTH NEAR MANITOU, ND",06332190,48.21188056,-102.7797361,06332000,06332000,06332000
"WHITE EARTH RIVER AT WHITE EARTH, ND",06332000,48.37555556,-102.7672222,,,
"WHITE RIVER NEAR INTERIOR,SD",06446500,43.69388346,-101.9326516,06446000,06446000,06446000
"WHITE RIVER NEAR KADOKA,SD",06447000,43.7524949,-101.5248665,06446500,06446500,06446500
WHITE RIVER NEAR NE-SD STATE LINE,06445685,43.013036,-102.8357327,,,
"WHITE RIVER NEAR OACOMA,SD",06452000,43.74832745,-99.5564948,06447450,06447450,06447450
WHITE RIVER NEAR OGLALA SD,06446000,43.25484357,-102.8273511,06445685,06445685,06445685
"WHITE RIVER NEAR WHITE RIVER, SD",06447450,43.71304839,-100.6850534,06446500,06446500,06446500
"WHITE ROCK C NR BURR OAK, KS",06853800,39.89918,-98.2503276,,,
"WHITEWOOD CREEK ABOVE VALE,SD",06436198,44.617485,-103.4807452,,06436165,06436165
"WHITEWOOD CREEK ABOVE WHITEWOOD,SD",06436180,44.4422065,-103.6293606,06436170,06436165,06436170
"WHITEWOOD CREEK AT DEADWOOD, SD",06436170,44.37994546,-103.724182,,06436165,06436165
"WHITEWOOD CREEK NEAR WHITEWOOD,SD",06436190,44.54175655,-103.5719867,06436170,06436165,06436170
"WILD HORSE CREEK NEAR ARVADA, WY",06317020,44.6324821,-106.0319671,,,
"WILDCAT C AT SCENIC DRIVE, MANHATTAN, KS",06879810,39.18838889,-96.6425556,,,
"WILLOW CREEK NEAR WATERTOWN,SD",06479515,44.9188536,-97.0456271,,,
"WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",06236100,43.1289722,-108.2248333,,,
"WIND RIVER ABOVE RED CREEK, NEAR DUBOIS, WY",06220800,43.441622,-109.4587584,06218500,06218500,06218500
"WIND RIVER AT RIVERTON, WY",06228000,43.01051478,-108.3767701,,06222510,06222510
"WIND RIVER BELOW BOYSEN RESERVOIR, WY",06259000,43.4249254,-108.1790398,06222100,06222510,06222100
"WIND RIVER NEAR DUBOIS, WY",06218500,43.57856415,-109.7598835,,,
"WIND RIVER NEAR KINNEAR, WY",06227600,43.14277778,-108.7088889,06222100,06222510,06222100
"WOLF CREEK AT WOLF, WY",06299500,44.77242459,-107.2343027,,,
"Wahoo Creek at Ashland, Nebr.",06804700,41.05339444,-96.36792222,06804000,,06804000
"Wahoo Creek at Ithaca, Nebr.",06804000,41.14774722,-96.53835,,,
"Wakenda Creek at Carrollton, MO",06896000,39.34325,-93.4855361,,,
"Warm Slough near Central City, Nebr.",06772775,41.0908333,-98.0777778,,,
"Weaubleau Creek near Weaubleau, MO",06920520,37.89549167,-93.5147611,,,
"Weeping Water Creek at Union, Nebr.",06806500,40.79416667,-95.9113889,,,
"West Fork Beaver Creek nr Rocky Boy, MT",06139800,48.1761472,-109.6421333,,,
"West Fork Big Blue River near Dorchester, Nebr.",06880800,40.73151667,-97.17776667,,,
"West Fork Ditch at Hornick, IA",06602020,42.22705556,-96.07783333,,,
"West Nishnabotna River at Hancock, IA",06807410,41.3901111,-95.3720556,,,
"West Nishnabotna River at Randolph, IA",06808500,40.87327778,-95.5814444,,,
"West Nishnabotna River near Riverton, IA",06808820,40.6871396,-95.6004929,06807410,06807410,06807410
"West Papillion Creek at Millard, Nebr.",06610785,41.20756389,-96.12731111,,,
"West Papillion Creek at Papillion, Nebr.",06610793,41.15598611,-96.04283333,06610785,,06610785
West Rosebud Creek near Roscoe MT,06204050,45.24323889,-109.7313028,,,
White Horse Canal near Silesia MT,06208790,45.5163372,-108.8315328,,06207500,06207500
"Willow Creek at Atwood Rd nr Carns, Nebr.",06463670,42.7172222,-99.4147222,,,
Willow Creek near Boyd MT,06211500,45.4221472,-109.2305306,,,
"Willow Creek near Galata, MT",06101200,48.44865556,-111.3453056,,,
Willow Creek near Harrison MT,06035000,45.7230583,-111.741025,,,
"Wind River near Crowheart, WY",06225500,43.2425,-109.0105556,06222100,06222510,06222100
"Wood River at Grand Island, Nebr.",06772100,40.8747222,-98.3783333,,,
Yellowstone River Fish Bypass Channel nr Intake MT,06328495,47.2637222,-104.5396667,,,
Yellowstone River at Billings MT,06214500,45.8001194,-108.4680306,06192500,06192900,06192500
Yellowstone River at Corwin Springs MT,06191500,45.1121194,-110.7936667,06186500,06188000,06186500
Yellowstone River at Forsyth MT,06295000,46.2666361,-106.6913028,06192500,06192900,06192500
"Yellowstone River at Glendive, MT",06327500,47.10588889,-104.7184306,06192500,06320000,06192500
"Yellowstone River at Miles City, MT",06309000,46.4207722,-105.8600333,06192500,06192900,06192500
Yellowstone River at Yellowstone Lk Outlet YNP,06186500,44.56709167,-110.3804056,,,
"Yellowstone River near Livingston, MT",06192500,45.5972111,-110.5664972,06191500,06188000,06191500
Yellowstone River near Sidney MT,06329500,47.67741389,-104.1554111,06192500,06320000,06192500
